file_name,crop_index,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,WRONG
AMEDEO_MODIGLIANI_24.jpg,0,65,129,576,129,65,640,576,640,FALSE
AMEDEO_MODIGLIANI_24.jpg,1,65,321,576,321,65,832,576,832,FALSE
AMEDEO_MODIGLIANI_24.jpg,2,129,65,384,65,129,576,384,576,FALSE
AMEDEO_MODIGLIANI_24.jpg,3,65,449,576,449,65,704,576,704,FALSE
AMEDEO_MODIGLIANI_24.jpg,4,65,129,576,129,65,384,576,384,FALSE
AMEDEO_MODIGLIANI_24.jpg,5,129,321,384,321,129,832,384,832,FALSE
AMEDEO_MODIGLIANI_24.jpg,6,65,641,576,641,65,896,576,896,FALSE
AMEDEO_MODIGLIANI_24.jpg,7,65,545,576,545,65,800,576,800,FALSE
AMEDEO_MODIGLIANI_24.jpg,8,65,321,576,321,65,576,576,576,FALSE
AMEDEO_MODIGLIANI_24.jpg,9,65,225,576,225,65,480,576,480,FALSE
AMEDEO_MODIGLIANI_24.jpg,10,129,481,384,481,129,736,384,736,FALSE
AMEDEO_MODIGLIANI_24.jpg,11,257,321,512,321,257,832,512,832,FALSE
AMEDEO_MODIGLIANI_24.jpg,12,161,97,416,97,161,352,416,352,FALSE
AMEDEO_MODIGLIANI_24.jpg,13,257,129,512,129,257,640,512,640,FALSE
AMEDEO_MODIGLIANI_24.jpg,14,1,385,256,385,1,896,256,896,FALSE
JOAN_MIRO_48.jpg,0,257,257,768,257,257,512,768,512,FALSE
JOAN_MIRO_48.jpg,1,449,257,704,257,449,768,704,768,FALSE
JOAN_MIRO_48.jpg,2,321,257,576,257,321,768,576,768,FALSE
JOAN_MIRO_48.jpg,3,417,257,672,257,417,512,672,512,FALSE
JOAN_MIRO_48.jpg,4,65,289,576,289,65,544,576,544,FALSE
JOAN_MIRO_48.jpg,5,353,577,608,577,353,1086,608,1086,FALSE
JOAN_MIRO_48.jpg,6,65,193,576,193,65,448,576,448,FALSE
JOAN_MIRO_48.jpg,7,65,257,576,257,65,768,576,768,FALSE
JOAN_MIRO_48.jpg,8,257,257,768,257,257,768,768,768,FALSE
JOAN_MIRO_48.jpg,9,385,65,640,65,385,576,640,576,FALSE
JOAN_MIRO_48.jpg,10,225,257,480,257,225,768,480,768,FALSE
JOAN_MIRO_48.jpg,11,449,449,704,449,449,960,704,960,FALSE
JOAN_MIRO_48.jpg,12,545,1,800,1,545,512,800,512,FALSE
JOAN_MIRO_48.jpg,13,161,65,416,65,161,576,416,576,FALSE
JOAN_MIRO_48.jpg,14,289,65,544,65,289,576,544,576,FALSE
EDGAR_DEGAS_47.jpg,0,129,129,640,129,129,640,640,640,FALSE
EDGAR_DEGAS_47.jpg,1,129,321,640,321,129,832,640,832,FALSE
EDGAR_DEGAS_47.jpg,2,961,513,1472,513,961,1024,1472,1024,FALSE
EDGAR_DEGAS_47.jpg,3,193,513,704,513,193,768,704,768,FALSE
EDGAR_DEGAS_47.jpg,4,321,193,832,193,321,704,832,704,FALSE
EDGAR_DEGAS_47.jpg,5,1,577,512,577,1,1088,512,1088,FALSE
EDGAR_DEGAS_47.jpg,6,193,641,704,641,193,1152,704,1152,FALSE
EDGAR_DEGAS_47.jpg,7,193,193,704,193,193,448,704,448,FALSE
EDGAR_DEGAS_47.jpg,8,961,961,1472,961,961,1472,1472,1472,FALSE
EDGAR_DEGAS_47.jpg,9,833,257,1344,257,833,768,1344,768,FALSE
EDGAR_DEGAS_47.jpg,10,65,289,576,289,65,544,576,544,FALSE
EDGAR_DEGAS_47.jpg,11,321,449,832,449,321,960,832,960,FALSE
EDGAR_DEGAS_47.jpg,12,65,417,576,417,65,672,576,672,FALSE
EDGAR_DEGAS_47.jpg,13,257,385,768,385,257,640,768,640,FALSE
EDGAR_DEGAS_47.jpg,14,1,673,512,673,1,928,512,928,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,0,1025,769,1536,769,1025,1280,1536,1280,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,1,1217,833,1728,833,1217,1344,1728,1344,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,2,577,769,1088,769,577,1280,1088,1280,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,3,1,769,512,769,1,1280,512,1280,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,4,833,769,1344,769,833,1280,1344,1280,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,5,1409,769,1920,769,1409,1280,1920,1280,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,6,193,769,704,769,193,1280,704,1280,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,7,1217,929,1728,929,1217,1184,1728,1184,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,8,385,705,896,705,385,1216,896,1216,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,9,1025,833,1536,833,1025,1088,1536,1088,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,10,1025,929,1536,929,1025,1184,1536,1184,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,11,1025,961,1536,961,1025,1450,1536,1450,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,12,257,961,768,961,257,1450,768,1450,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,13,1249,897,1504,897,1249,1408,1504,1408,FALSE
CASPAR_DAVID_FRIEDRICH_42.jpg,14,1,865,512,865,1,1120,512,1120,FALSE
JAMINI_ROY_27.jpg,0,1,449,512,449,1,960,512,960,FALSE
JAMINI_ROY_27.jpg,1,513,545,1000,545,513,800,1000,800,FALSE
JAMINI_ROY_27.jpg,2,257,545,768,545,257,800,768,800,FALSE
JAMINI_ROY_27.jpg,3,449,193,960,193,449,448,960,448,FALSE
JAMINI_ROY_27.jpg,4,449,417,960,417,449,672,960,672,FALSE
JAMINI_ROY_27.jpg,5,449,449,960,449,449,960,960,960,FALSE
JAMINI_ROY_27.jpg,6,449,257,960,257,449,768,960,768,FALSE
JAMINI_ROY_27.jpg,7,673,193,928,193,673,704,928,704,FALSE
JAMINI_ROY_27.jpg,8,193,449,704,449,193,704,704,704,FALSE
JAMINI_ROY_27.jpg,9,1,385,512,385,1,640,512,640,FALSE
JAMINI_ROY_27.jpg,10,65,833,320,833,65,1344,320,1344,FALSE
JAMINI_ROY_27.jpg,11,417,513,672,513,417,1024,672,1024,FALSE
JAMINI_ROY_27.jpg,12,257,321,768,321,257,832,768,832,FALSE
JAMINI_ROY_27.jpg,13,513,289,1000,289,513,544,1000,544,FALSE
JAMINI_ROY_27.jpg,14,353,705,608,705,353,1216,608,1216,FALSE
AMEDEO_MODIGLIANI_30.jpg,0,257,641,768,641,257,1152,768,1152,FALSE
AMEDEO_MODIGLIANI_30.jpg,1,257,193,768,193,257,704,768,704,FALSE
AMEDEO_MODIGLIANI_30.jpg,2,129,385,640,385,129,896,640,896,FALSE
AMEDEO_MODIGLIANI_30.jpg,3,1,641,512,641,1,1152,512,1152,FALSE
AMEDEO_MODIGLIANI_30.jpg,4,257,673,768,673,257,928,768,928,FALSE
AMEDEO_MODIGLIANI_30.jpg,5,257,801,768,801,257,1056,768,1056,FALSE
AMEDEO_MODIGLIANI_30.jpg,6,513,449,1024,449,513,960,1024,960,FALSE
AMEDEO_MODIGLIANI_30.jpg,7,449,129,960,129,449,640,960,640,FALSE
AMEDEO_MODIGLIANI_30.jpg,8,513,513,1024,513,513,768,1024,768,FALSE
AMEDEO_MODIGLIANI_30.jpg,9,129,225,640,225,129,480,640,480,FALSE
AMEDEO_MODIGLIANI_30.jpg,10,193,577,704,577,193,832,704,832,FALSE
AMEDEO_MODIGLIANI_30.jpg,11,321,449,832,449,321,960,832,960,FALSE
AMEDEO_MODIGLIANI_30.jpg,12,1,801,512,801,1,1056,512,1056,FALSE
AMEDEO_MODIGLIANI_30.jpg,13,193,321,704,321,193,576,704,576,FALSE
AMEDEO_MODIGLIANI_30.jpg,14,321,897,832,897,321,1152,832,1152,FALSE
FRANZ_MARC_49.JPG,0,769,2369,1280,2369,769,2880,1280,2880,FALSE
FRANZ_MARC_49.JPG,1,1217,2561,1728,2561,1217,3072,1728,3072,FALSE
FRANZ_MARC_49.JPG,2,897,2561,1408,2561,897,3072,1408,3072,FALSE
FRANZ_MARC_49.JPG,3,321,577,832,577,321,1088,832,1088,FALSE
FRANZ_MARC_49.JPG,4,2817,961,3328,961,2817,1472,3328,1472,FALSE
FRANZ_MARC_49.JPG,5,1729,1921,2240,1921,1729,2432,2240,2432,FALSE
FRANZ_MARC_49.JPG,6,705,577,1216,577,705,1088,1216,1088,FALSE
FRANZ_MARC_49.JPG,7,3905,1,4416,1,3905,512,4416,512,FALSE
FRANZ_MARC_49.JPG,8,3073,897,3584,897,3073,1408,3584,1408,FALSE
FRANZ_MARC_49.JPG,9,1857,1153,2368,1153,1857,1664,2368,1664,FALSE
FRANZ_MARC_49.JPG,10,2241,1665,2752,1665,2241,2176,2752,2176,FALSE
FRANZ_MARC_49.JPG,11,129,2177,640,2177,129,2688,640,2688,FALSE
FRANZ_MARC_49.JPG,12,1665,1281,2176,1281,1665,1792,2176,1792,FALSE
FRANZ_MARC_49.JPG,13,897,1793,1408,1793,897,2304,1408,2304,FALSE
FRANZ_MARC_49.JPG,14,3073,1217,3584,1217,3073,1728,3584,1728,FALSE
AMEDEO_MODIGLIANI_18.jpg,0,129,193,640,193,129,704,640,704,FALSE
AMEDEO_MODIGLIANI_18.jpg,1,129,321,640,321,129,576,640,576,FALSE
AMEDEO_MODIGLIANI_18.jpg,2,65,577,576,577,65,1088,576,1088,FALSE
AMEDEO_MODIGLIANI_18.jpg,3,65,705,576,705,65,960,576,960,FALSE
AMEDEO_MODIGLIANI_18.jpg,4,129,385,640,385,129,896,640,896,FALSE
AMEDEO_MODIGLIANI_18.jpg,5,65,193,576,193,65,448,576,448,FALSE
AMEDEO_MODIGLIANI_18.jpg,6,193,129,448,129,193,640,448,640,FALSE
AMEDEO_MODIGLIANI_18.jpg,7,225,161,480,161,225,416,480,416,FALSE
AMEDEO_MODIGLIANI_18.jpg,8,193,801,704,801,193,1056,704,1056,FALSE
AMEDEO_MODIGLIANI_18.jpg,9,193,1,704,1,193,512,704,512,FALSE
AMEDEO_MODIGLIANI_18.jpg,10,129,417,640,417,129,672,640,672,FALSE
AMEDEO_MODIGLIANI_18.jpg,11,257,161,768,161,257,416,768,416,FALSE
AMEDEO_MODIGLIANI_18.jpg,12,65,609,576,609,65,864,576,864,FALSE
AMEDEO_MODIGLIANI_18.jpg,13,65,513,576,513,65,768,576,768,FALSE
AMEDEO_MODIGLIANI_18.jpg,14,1,801,512,801,1,1056,512,1056,FALSE
FRIDA_KAHLO_35.jpg,0,65,1,576,1,65,512,576,512,FALSE
FRIDA_KAHLO_35.jpg,1,65,161,576,161,65,416,576,416,FALSE
FRIDA_KAHLO_35.jpg,2,1,193,512,193,1,704,512,704,FALSE
FRIDA_KAHLO_35.jpg,3,129,385,640,385,129,896,640,896,FALSE
FRIDA_KAHLO_35.jpg,4,65,641,576,641,65,896,576,896,FALSE
FRIDA_KAHLO_35.jpg,5,129,577,640,577,129,1063,640,1063,FALSE
FRIDA_KAHLO_35.jpg,6,257,705,768,705,257,960,768,960,FALSE
FRIDA_KAHLO_35.jpg,7,65,65,576,65,65,320,576,320,FALSE
FRIDA_KAHLO_35.jpg,8,161,1,416,1,161,512,416,512,FALSE
FRIDA_KAHLO_35.jpg,9,289,65,544,65,289,576,544,576,FALSE
FRIDA_KAHLO_35.jpg,10,65,321,576,321,65,576,576,576,FALSE
FRIDA_KAHLO_35.jpg,11,193,193,704,193,193,704,704,704,FALSE
FRIDA_KAHLO_35.jpg,12,257,609,768,609,257,864,768,864,FALSE
FRIDA_KAHLO_35.jpg,13,1,417,512,417,1,672,512,672,FALSE
FRIDA_KAHLO_35.jpg,14,161,321,416,321,161,832,416,832,FALSE
FRIDA_KAHLO_21.jpg,0,1,705,512,705,1,1216,512,1216,FALSE
FRIDA_KAHLO_21.jpg,1,193,769,704,769,193,1280,704,1280,FALSE
FRIDA_KAHLO_21.jpg,2,513,769,1024,769,513,1280,1024,1280,FALSE
FRIDA_KAHLO_21.jpg,3,321,577,832,577,321,1088,832,1088,FALSE
FRIDA_KAHLO_21.jpg,4,65,257,576,257,65,768,576,768,FALSE
FRIDA_KAHLO_21.jpg,5,513,321,1024,321,513,832,1024,832,FALSE
FRIDA_KAHLO_21.jpg,6,769,257,1280,257,769,768,1280,768,FALSE
FRIDA_KAHLO_21.jpg,7,705,769,1216,769,705,1280,1216,1280,FALSE
FRIDA_KAHLO_21.jpg,8,1,737,512,737,1,992,512,992,FALSE
FRIDA_KAHLO_21.jpg,9,705,577,1216,577,705,1088,1216,1088,FALSE
FRIDA_KAHLO_21.jpg,10,1,513,512,513,1,1024,512,1024,FALSE
FRIDA_KAHLO_21.jpg,11,769,961,1280,961,769,1472,1280,1472,FALSE
FRIDA_KAHLO_21.jpg,12,193,993,704,993,193,1248,704,1248,FALSE
FRIDA_KAHLO_21.jpg,13,513,961,1024,961,513,1216,1024,1216,FALSE
FRIDA_KAHLO_21.jpg,14,129,961,640,961,129,1472,640,1472,FALSE
GUSTAVE_COURBET_3.jpg,0,769,257,1280,257,769,768,1280,768,FALSE
GUSTAVE_COURBET_3.jpg,1,705,449,1216,449,705,960,1216,960,FALSE
GUSTAVE_COURBET_3.jpg,2,449,577,960,577,449,1088,960,1088,FALSE
GUSTAVE_COURBET_3.jpg,3,833,321,1344,321,833,576,1344,576,FALSE
GUSTAVE_COURBET_3.jpg,4,897,449,1408,449,897,960,1408,960,FALSE
GUSTAVE_COURBET_3.jpg,5,449,801,960,801,449,1056,960,1056,FALSE
GUSTAVE_COURBET_3.jpg,6,449,609,960,609,449,864,960,864,FALSE
GUSTAVE_COURBET_3.jpg,7,129,641,640,641,129,1151,640,1151,FALSE
GUSTAVE_COURBET_3.jpg,8,257,641,768,641,257,896,768,896,FALSE
GUSTAVE_COURBET_3.jpg,9,833,225,1344,225,833,480,1344,480,FALSE
GUSTAVE_COURBET_3.jpg,10,769,417,1280,417,769,672,1280,672,FALSE
GUSTAVE_COURBET_3.jpg,11,929,193,1184,193,929,704,1184,704,FALSE
GUSTAVE_COURBET_3.jpg,12,193,449,704,449,193,960,704,960,FALSE
GUSTAVE_COURBET_3.jpg,13,385,897,896,897,385,1151,896,1151,FALSE
GUSTAVE_COURBET_3.jpg,14,1089,321,1344,321,1089,832,1344,832,FALSE
DAVID_HOCKNEY_26.jpg,0,5953,2241,6464,2241,5953,2752,6464,2752,FALSE
DAVID_HOCKNEY_26.jpg,1,5505,1345,6016,1345,5505,1856,6016,1856,FALSE
DAVID_HOCKNEY_26.jpg,2,5697,2177,6208,2177,5697,2688,6208,2688,FALSE
DAVID_HOCKNEY_26.jpg,3,5505,1153,6016,1153,5505,1664,6016,1664,FALSE
DAVID_HOCKNEY_26.jpg,4,5249,2177,5760,2177,5249,2688,5760,2688,FALSE
DAVID_HOCKNEY_26.jpg,5,5185,2369,5696,2369,5185,2880,5696,2880,FALSE
DAVID_HOCKNEY_26.jpg,6,5505,2241,6016,2241,5505,2752,6016,2752,FALSE
DAVID_HOCKNEY_26.jpg,7,1985,2753,2496,2753,1985,3264,2496,3264,FALSE
DAVID_HOCKNEY_26.jpg,8,2369,1,2880,1,2369,512,2880,512,FALSE
DAVID_HOCKNEY_26.jpg,9,2177,1,2688,1,2177,512,2688,512,FALSE
DAVID_HOCKNEY_26.jpg,10,2689,1,3200,1,2689,512,3200,512,FALSE
DAVID_HOCKNEY_26.jpg,11,5249,2433,5760,2433,5249,2688,5760,2688,FALSE
DAVID_HOCKNEY_26.jpg,12,1,1,512,1,1,512,512,512,FALSE
DAVID_HOCKNEY_26.jpg,13,5697,2177,6208,2177,5697,2432,6208,2432,FALSE
DAVID_HOCKNEY_26.jpg,14,6145,2369,6656,2369,6145,2880,6656,2880,FALSE
CLAUDE_LORRAIN_11.jpg,0,193,1601,704,1601,193,2112,704,2112,FALSE
CLAUDE_LORRAIN_11.jpg,1,513,1793,1024,1793,513,2304,1024,2304,FALSE
CLAUDE_LORRAIN_11.jpg,2,321,1793,832,1793,321,2304,832,2304,FALSE
CLAUDE_LORRAIN_11.jpg,3,513,1793,1024,1793,513,2048,1024,2048,FALSE
CLAUDE_LORRAIN_11.jpg,4,833,577,1344,577,833,1088,1344,1088,FALSE
CLAUDE_LORRAIN_11.jpg,5,833,609,1344,609,833,864,1344,864,FALSE
CLAUDE_LORRAIN_11.jpg,6,1,1601,512,1601,1,2112,512,2112,FALSE
CLAUDE_LORRAIN_11.jpg,7,577,577,1088,577,577,1088,1088,1088,FALSE
CLAUDE_LORRAIN_11.jpg,8,385,1889,896,1889,385,2144,896,2144,FALSE
CLAUDE_LORRAIN_11.jpg,9,705,1793,1216,1793,705,2304,1216,2304,FALSE
CLAUDE_LORRAIN_11.jpg,10,193,1729,704,1729,193,1984,704,1984,FALSE
CLAUDE_LORRAIN_11.jpg,11,1665,705,2176,705,1665,1216,2176,1216,FALSE
CLAUDE_LORRAIN_11.jpg,12,257,897,768,897,257,1408,768,1408,FALSE
CLAUDE_LORRAIN_11.jpg,13,1153,1025,1664,1025,1153,1536,1664,1536,FALSE
CLAUDE_LORRAIN_11.jpg,14,641,609,1152,609,641,864,1152,864,FALSE
JASPER_JOHNS_49.jpg,0,1,257,512,257,1,768,512,768,FALSE
JASPER_JOHNS_49.jpg,1,193,321,704,321,193,832,704,832,FALSE
JASPER_JOHNS_49.jpg,2,193,129,704,129,193,640,704,640,FALSE
JASPER_JOHNS_49.jpg,3,65,385,576,385,65,640,576,640,FALSE
JASPER_JOHNS_49.jpg,4,65,513,576,513,65,1024,576,1024,FALSE
JASPER_JOHNS_49.jpg,5,129,545,640,545,129,800,640,800,FALSE
JASPER_JOHNS_49.jpg,6,65,1,576,1,65,256,576,256,FALSE
JASPER_JOHNS_49.jpg,7,193,193,704,193,193,448,704,448,FALSE
JASPER_JOHNS_49.jpg,8,1,289,512,289,1,544,512,544,FALSE
JASPER_JOHNS_49.jpg,9,321,321,576,321,321,832,576,832,FALSE
JASPER_JOHNS_49.jpg,10,193,513,448,513,193,1024,448,1024,FALSE
JASPER_JOHNS_49.jpg,11,193,321,448,321,193,832,448,832,FALSE
JASPER_JOHNS_49.jpg,12,449,1,704,1,449,512,704,512,FALSE
JASPER_JOHNS_49.jpg,13,193,289,704,289,193,544,704,544,FALSE
JASPER_JOHNS_49.jpg,14,353,1,608,1,353,512,608,512,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,0,1537,65,2024,65,1537,576,2024,576,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,1,193,897,704,897,193,1408,704,1408,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,2,1409,1217,1920,1217,1409,1472,1920,1472,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,3,1089,1025,1600,1025,1089,1536,1600,1536,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,4,1345,1,1856,1,1345,512,1856,512,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,5,1473,1089,1984,1089,1473,1600,1984,1600,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,6,577,1153,1088,1153,577,1408,1088,1408,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,7,193,641,704,641,193,1152,704,1152,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,8,1025,257,1536,257,1025,768,1536,768,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,9,385,1089,896,1089,385,1600,896,1600,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,10,257,1,768,1,257,512,768,512,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,11,1089,1153,1600,1153,1089,1408,1600,1408,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,12,65,1089,576,1089,65,1600,576,1600,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,13,1345,257,1856,257,1345,768,1856,768,FALSE
JEAN-ANTOINE_WATTEAU_56.jpg,14,1409,1121,1920,1121,1409,1376,1920,1376,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,0,1025,1985,1536,1985,1025,2496,1536,2496,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,1,1153,1345,1664,1345,1153,1856,1664,1856,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,2,1473,1985,1984,1985,1473,2496,1984,2496,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,3,641,1153,1152,1153,641,1664,1152,1664,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,4,961,1281,1472,1281,961,1792,1472,1792,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,5,961,1473,1472,1473,961,1984,1472,1984,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,6,1473,1,1984,1,1473,512,1984,512,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,7,1281,1985,1792,1985,1281,2496,1792,2496,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,8,961,897,1472,897,961,1408,1472,1408,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,9,1473,1,1984,1,1473,256,1984,256,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,10,1089,2049,1600,2049,1089,2304,1600,2304,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,11,1089,2145,1600,2145,1089,2400,1600,2400,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,12,961,897,1472,897,961,1152,1472,1152,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,13,641,961,1152,961,641,1472,1152,1472,FALSE
HANS_HOLBEIN_THE_YOUNGER_34.jpg,14,385,1089,896,1089,385,1600,896,1600,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,0,1473,2881,1984,2881,1473,3392,1984,3392,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,1,1153,3265,1664,3265,1153,3776,1664,3776,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,2,257,3425,768,3425,257,3680,768,3680,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,3,1537,513,2048,513,1537,1024,2048,1024,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,4,1409,3041,1920,3041,1409,3296,1920,3296,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,5,1217,3361,1728,3361,1217,3616,1728,3616,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,6,961,3329,1472,3329,961,3840,1472,3840,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,7,1537,2945,2048,2945,1537,3200,2048,3200,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,8,833,3521,1344,3521,833,3776,1344,3776,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,9,1025,3425,1536,3425,1025,3680,1536,3680,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,10,1281,577,1792,577,1281,1088,1792,1088,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,11,1345,3201,1856,3201,1345,3456,1856,3456,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,12,1345,3073,1856,3073,1345,3584,1856,3584,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,13,1217,3457,1728,3457,1217,3712,1728,3712,FALSE
HANS_HOLBEIN_THE_YOUNGER_20.jpg,14,1473,577,1984,577,1473,832,1984,832,FALSE
JACQUES-LOUIS_DAVID_29.jpg,0,321,705,832,705,321,1216,832,1216,FALSE
JACQUES-LOUIS_DAVID_29.jpg,1,257,449,768,449,257,960,768,960,FALSE
JACQUES-LOUIS_DAVID_29.jpg,2,193,609,704,609,193,864,704,864,FALSE
JACQUES-LOUIS_DAVID_29.jpg,3,1,993,512,993,1,1248,512,1248,FALSE
JACQUES-LOUIS_DAVID_29.jpg,4,321,737,832,737,321,992,832,992,FALSE
JACQUES-LOUIS_DAVID_29.jpg,5,129,641,640,641,129,1152,640,1152,FALSE
JACQUES-LOUIS_DAVID_29.jpg,6,193,449,704,449,193,704,704,704,FALSE
JACQUES-LOUIS_DAVID_29.jpg,7,1,897,512,897,1,1152,512,1152,FALSE
JACQUES-LOUIS_DAVID_29.jpg,8,385,833,896,833,385,1088,896,1088,FALSE
JACQUES-LOUIS_DAVID_29.jpg,9,193,833,704,833,193,1088,704,1088,FALSE
JACQUES-LOUIS_DAVID_29.jpg,10,321,929,832,929,321,1184,832,1184,FALSE
JACQUES-LOUIS_DAVID_29.jpg,11,257,257,768,257,257,768,768,768,FALSE
