original_filename,crop_idx,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,WRONG_file,FRCNN_source,BING_source
ALBRECHT_DURER_10.jpg,1,513,705,1500,705,513,1328,1500,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,2,897,769,1500,769,897,1328,1500,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,3,769,513,1500,513,769,1328,1500,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,4,321,513,1153,513,321,1328,1153,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,5,65,705,641,705,65,1328,641,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,6,1,1,513,1,1,513,513,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,7,641,257,1500,257,641,1025,1500,1025,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,8,1,1,513,1,1,257,513,257,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,9,961,449,1500,449,961,1153,1500,1153,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,10,257,673,1025,673,257,1328,1025,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,11,385,65,1281,65,385,641,1281,641,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,12,385,801,1281,801,385,1328,1281,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,13,321,705,1153,705,321,1328,1153,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,14,1,385,513,385,1,1281,513,1281,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,15,897,321,1500,321,897,1153,1500,1153,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,16,257,993,1025,993,257,1328,1025,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,17,705,1025,1500,1025,705,1328,1500,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,18,65,801,641,801,65,1328,641,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,19,385,897,1281,897,385,1328,1281,1328,FALSE,FALSE,TRUE
ALBRECHT_DURER_10.jpg,20,12,318,236,318,12,542,236,542,FALSE,FALSE,FALSE
ALBRECHT_DURER_10.jpg,21,89,275,313,275,89,499,313,499,FALSE,FALSE,FALSE
ALBRECHT_DURER_10.jpg,22,551,794,775,794,551,1018,775,1018,FALSE,FALSE,FALSE
ALBRECHT_DURER_10.jpg,23,854,468,1078,468,854,692,1078,692,FALSE,FALSE,FALSE
ALBRECHT_DURER_10.jpg,24,387,466,611,466,387,690,611,690,FALSE,FALSE,FALSE
ALBRECHT_DURER_11.jpg,0,129,193,769,193,129,897,769,897,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,1,129,449,769,449,129,1161,769,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,2,129,1,769,1,129,513,769,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,3,129,641,769,641,129,1161,769,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,4,1,641,513,641,1,1161,513,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,5,129,161,769,161,129,577,769,577,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,6,129,449,769,449,129,1153,769,1153,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,7,129,737,769,737,129,1161,769,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,8,65,897,641,897,65,1161,641,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,9,129,545,769,545,129,1161,769,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,10,129,257,769,257,129,769,769,769,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,11,193,65,861,65,193,385,861,385,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,12,257,833,861,833,257,1161,861,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,13,33,449,321,449,33,1161,321,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,14,321,385,861,385,321,1161,861,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,15,193,641,861,641,193,1161,861,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,16,321,65,861,65,321,641,861,641,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,17,321,1,861,1,321,513,861,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,18,321,545,861,545,321,1161,861,1161,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,19,257,353,861,353,257,961,861,961,FALSE,FALSE,TRUE
ALBRECHT_DURER_11.jpg,20,99,801,323,801,99,1025,323,1025,FALSE,FALSE,FALSE
ALBRECHT_DURER_11.jpg,21,611,42,835,42,611,266,835,266,FALSE,FALSE,FALSE
ALBRECHT_DURER_11.jpg,22,304,476,528,476,304,700,528,700,FALSE,FALSE,FALSE
ALBRECHT_DURER_11.jpg,23,124,192,348,192,124,416,348,416,FALSE,FALSE,FALSE
ALBRECHT_DURER_11.jpg,24,107,685,331,685,107,909,331,909,FALSE,FALSE,FALSE
ALBRECHT_DURER_12.jpg,0,65,449,641,449,65,1000,641,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,1,1,257,513,257,1,1000,513,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,2,385,321,1166,321,385,1000,1166,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,3,257,513,1025,513,257,1000,1025,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,4,513,545,1166,545,513,1000,1166,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,5,193,257,897,257,193,1000,897,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,6,577,193,1166,193,577,897,1166,897,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,7,65,65,641,65,65,641,641,641,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,8,449,513,1166,513,449,1000,1166,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,9,193,641,897,641,193,1000,897,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,10,1,289,513,289,1,833,513,833,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,11,385,321,1166,321,385,897,1166,897,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,12,513,641,1166,641,513,1000,1166,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,13,65,545,641,545,65,1000,641,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,14,577,1,1166,1,577,513,1166,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,15,1,673,513,673,1,1000,513,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,16,385,129,1166,129,385,769,1166,769,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,17,65,449,641,449,65,1000,641,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,18,321,481,1153,481,321,1000,1153,1000,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,19,1,193,513,193,1,641,513,641,FALSE,FALSE,TRUE
ALBRECHT_DURER_12.jpg,20,389,444,613,444,389,668,613,668,FALSE,FALSE,FALSE
ALBRECHT_DURER_12.jpg,21,793,107,1017,107,793,331,1017,331,FALSE,FALSE,FALSE
ALBRECHT_DURER_12.jpg,22,208,416,432,416,208,640,432,640,FALSE,FALSE,FALSE
ALBRECHT_DURER_12.jpg,23,925,704,1149,704,925,928,1149,928,FALSE,FALSE,FALSE
ALBRECHT_DURER_12.jpg,24,524,625,748,625,524,849,748,849,FALSE,FALSE,FALSE
ALBRECHT_DURER_13.jpg,0,257,129,1025,129,257,769,1025,769,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,1,193,769,897,769,193,1919,897,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,2,193,833,897,833,193,1919,897,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,3,257,737,1025,737,257,1729,1025,1729,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,4,385,65,1281,65,385,385,1281,385,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,5,257,577,1025,577,257,1665,1025,1665,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,6,1,1153,513,1153,1,1919,513,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,7,257,321,1025,321,257,1153,1025,1153,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,8,1,1153,513,1153,1,1919,513,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,9,321,161,1153,161,321,577,1153,577,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,10,289,193,833,193,289,897,833,897,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,11,129,961,769,961,129,1919,769,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,12,833,641,1576,641,833,1793,1576,1793,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,13,129,1057,769,1057,129,1919,769,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,14,449,65,1409,65,449,641,1409,641,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,15,449,833,1409,833,449,1919,1409,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,16,289,705,833,705,289,1919,833,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,17,257,289,1025,289,257,833,1025,833,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,18,97,1089,449,1089,97,1919,449,1919,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,19,769,769,1576,769,769,1793,1576,1793,FALSE,FALSE,TRUE
ALBRECHT_DURER_13.jpg,20,13,1578,237,1578,13,1802,237,1802,FALSE,FALSE,FALSE
ALBRECHT_DURER_13.jpg,21,6,1182,230,1182,6,1406,230,1406,FALSE,FALSE,FALSE
ALBRECHT_DURER_13.jpg,22,962,351,1186,351,962,575,1186,575,FALSE,FALSE,FALSE
ALBRECHT_DURER_13.jpg,23,207,142,431,142,207,366,431,366,FALSE,FALSE,FALSE
ALBRECHT_DURER_13.jpg,24,1092,91,1316,91,1092,315,1316,315,FALSE,FALSE,FALSE
ALBRECHT_DURER_14.jpg,0,321,481,1153,481,321,840,1153,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,1,129,481,769,481,129,840,769,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,2,129,129,769,129,129,769,769,769,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,3,705,257,1200,257,705,840,1200,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,4,705,1,1200,1,705,513,1200,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,5,257,577,1025,577,257,840,1025,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,6,1,577,513,577,1,840,513,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,7,385,129,1200,129,385,769,1200,769,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,8,577,481,1200,481,577,840,1200,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,9,705,417,1200,417,705,840,1200,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,10,705,1,1200,1,705,257,1200,257,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,11,385,321,1200,321,385,840,1200,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,12,513,481,1200,481,513,840,1200,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,13,577,577,1200,577,577,840,1200,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,14,1,321,513,321,1,840,513,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,15,769,1,1200,1,769,513,1200,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,16,129,129,769,129,129,513,769,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,17,705,161,1200,161,705,577,1200,577,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,18,65,321,385,321,65,840,385,840,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,19,449,97,1200,97,449,449,1200,449,FALSE,FALSE,TRUE
ALBRECHT_DURER_14.jpg,20,376,544,600,544,376,768,600,768,FALSE,FALSE,FALSE
ALBRECHT_DURER_14.jpg,21,858,220,1082,220,858,444,1082,444,FALSE,FALSE,FALSE
ALBRECHT_DURER_14.jpg,22,169,410,393,410,169,634,393,634,FALSE,FALSE,FALSE
ALBRECHT_DURER_14.jpg,23,593,592,817,592,593,816,817,816,FALSE,FALSE,FALSE
ALBRECHT_DURER_14.jpg,24,396,496,620,496,396,720,620,720,FALSE,FALSE,FALSE
ALBRECHT_DURER_15.jpg,0,65,1,561,1,65,513,561,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,1,1,417,513,417,1,753,513,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,2,161,1,561,1,161,513,561,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,3,1,97,513,97,1,449,513,449,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,4,65,321,561,321,65,753,561,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,5,1,513,513,513,1,753,513,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,6,97,257,449,257,97,753,449,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,7,1,257,513,257,1,753,513,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,8,65,1,385,1,65,513,385,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,9,257,1,561,1,257,513,561,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,10,193,257,561,257,193,753,561,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,11,65,1,561,1,65,257,561,257,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,12,97,417,449,417,97,753,449,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,13,1,257,257,257,1,753,257,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,14,65,225,561,225,65,705,561,705,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,15,129,33,513,33,129,321,513,321,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,16,289,193,561,193,289,753,561,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,17,97,513,449,513,97,753,449,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,18,193,417,561,417,193,753,561,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,19,1,417,257,417,1,753,257,753,FALSE,FALSE,TRUE
ALBRECHT_DURER_15.jpg,20,329,220,553,220,329,444,553,444,FALSE,FALSE,FALSE
ALBRECHT_DURER_15.jpg,21,155,347,379,347,155,571,379,571,FALSE,FALSE,FALSE
ALBRECHT_DURER_15.jpg,22,108,229,332,229,108,453,332,453,FALSE,FALSE,FALSE
ALBRECHT_DURER_15.jpg,23,187,149,411,149,187,373,411,373,FALSE,FALSE,FALSE
ALBRECHT_DURER_15.jpg,24,265,318,489,318,265,542,489,542,FALSE,FALSE,FALSE
ALBRECHT_DURER_16.jpg,0,257,1153,1025,1153,257,2020,1025,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,1,1345,1089,2294,1089,1345,2020,2294,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,2,449,897,1409,897,449,2020,1409,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,3,1025,1089,2294,1089,1025,2020,2294,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,4,641,1281,1793,1281,641,2020,1793,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,5,1409,833,2294,833,1409,2020,2294,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,6,1729,1025,2294,1025,1729,2020,2294,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,7,449,1057,1409,1057,449,2020,1409,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,8,833,1025,2177,1025,833,2020,2177,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,9,321,1185,1153,1185,321,2020,1153,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,10,577,1473,1665,1473,577,2020,1665,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,11,1153,449,2294,449,1153,1409,2294,1409,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,12,769,1057,2049,1057,769,2020,2049,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,13,577,1441,1665,1441,577,2020,1665,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,14,193,1,897,1,193,513,897,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,15,1729,833,2294,833,1729,2020,2294,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,16,641,1025,1793,1025,641,2020,1793,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,17,1025,1057,2294,1057,1025,2020,2294,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,18,193,961,897,961,193,2020,897,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,19,1537,1153,2294,1153,1537,2020,2294,2020,FALSE,FALSE,TRUE
ALBRECHT_DURER_16.jpg,20,1148,678,1372,678,1148,902,1372,902,FALSE,FALSE,FALSE
ALBRECHT_DURER_16.jpg,21,904,1202,1128,1202,904,1426,1128,1426,FALSE,FALSE,FALSE
ALBRECHT_DURER_16.jpg,22,1343,647,1567,647,1343,871,1567,871,FALSE,FALSE,FALSE
ALBRECHT_DURER_16.jpg,23,1871,1468,2095,1468,1871,1692,2095,1692,FALSE,FALSE,FALSE
ALBRECHT_DURER_16.jpg,24,1617,373,1841,373,1617,597,1841,597,FALSE,FALSE,FALSE
ALBRECHT_DURER_17.jpg,0,385,321,1281,321,385,1153,1281,1153,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,1,65,257,641,257,65,1025,641,1025,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,2,65,449,641,449,65,1409,641,1409,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,3,449,353,1409,353,449,961,1409,961,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,4,193,65,897,65,193,641,897,641,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,5,257,1153,1025,1153,257,1836,1025,1836,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,6,513,1,1537,1,513,513,1537,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,7,705,1,1756,1,705,513,1756,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,8,65,449,641,449,65,1153,641,1153,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,9,65,833,641,833,65,1836,641,1836,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,10,129,289,769,289,129,833,769,833,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,11,1153,1345,1756,1345,1153,1836,1756,1836,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,12,385,641,1281,641,385,1793,1281,1793,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,13,513,1281,1537,1281,513,1836,1537,1836,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,14,577,513,1665,513,577,1537,1665,1537,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,15,65,545,641,545,65,1345,641,1345,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,16,577,321,1665,321,577,1153,1665,1153,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,17,1,641,513,641,1,1793,513,1793,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,18,897,1,1756,1,897,513,1756,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,19,1,801,513,801,1,1836,513,1836,FALSE,FALSE,TRUE
ALBRECHT_DURER_17.jpg,20,822,1404,1046,1404,822,1628,1046,1628,FALSE,FALSE,FALSE
ALBRECHT_DURER_17.jpg,21,1220,1128,1444,1128,1220,1352,1444,1352,FALSE,FALSE,FALSE
ALBRECHT_DURER_17.jpg,22,425,1183,649,1183,425,1407,649,1407,FALSE,FALSE,FALSE
ALBRECHT_DURER_17.jpg,23,1459,307,1683,307,1459,531,1683,531,FALSE,FALSE,FALSE
ALBRECHT_DURER_17.jpg,24,704,1155,928,1155,704,1379,928,1379,FALSE,FALSE,FALSE
ALBRECHT_DURER_18.jpg,0,1,769,513,769,1,1500,513,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,1,193,705,897,705,193,1500,897,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,2,321,129,1134,129,321,769,1134,769,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,3,1,1153,513,1153,1,1500,513,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,4,321,449,1134,449,321,1409,1134,1409,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,5,193,769,897,769,193,1500,897,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,6,1,961,513,961,1,1500,513,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,7,1,865,513,865,1,1500,513,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,8,321,1217,1134,1217,321,1500,1134,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,9,129,513,769,513,129,1500,769,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,10,257,225,1025,225,257,705,1025,705,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,11,1,1025,513,1025,1,1500,513,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,12,193,897,897,897,193,1500,897,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,13,129,129,769,129,129,769,769,769,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,14,257,1121,1025,1121,257,1500,1025,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,15,321,513,1134,513,321,1281,1134,1281,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,16,513,1249,1134,1249,513,1500,1134,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,17,65,1249,641,1249,65,1500,641,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,18,193,961,897,961,193,1500,897,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,19,65,769,385,769,65,1500,385,1500,FALSE,FALSE,TRUE
ALBRECHT_DURER_18.jpg,20,725,1176,949,1176,725,1400,949,1400,FALSE,FALSE,FALSE
ALBRECHT_DURER_18.jpg,21,429,919,653,919,429,1143,653,1143,FALSE,FALSE,FALSE
ALBRECHT_DURER_18.jpg,22,306,1248,530,1248,306,1472,530,1472,FALSE,FALSE,FALSE
ALBRECHT_DURER_18.jpg,23,664,393,888,393,664,617,888,617,FALSE,FALSE,FALSE
ALBRECHT_DURER_18.jpg,24,809,953,1033,953,809,1177,1033,1177,FALSE,FALSE,FALSE
ALBRECHT_DURER_19.jpg,0,321,65,1153,65,321,641,1153,641,FALSE,FALSE,TRUE
ALBRECHT_DURER_19.jpg,1,65,769,641,769,65,1604,641,1604,FALSE,FALSE,TRUE
ALBRECHT_DURER_19.jpg,2,385,641,1181,641,385,1604,1181,1604,FALSE,FALSE,TRUE
ALBRECHT_DURER_19.jpg,3,257,129,1025,129,257,513,1025,513,FALSE,FALSE,TRUE
ALBRECHT_DURER_19.jpg,4,1,1089,513,1089,1,1604,513,1604,FALSE,FALSE,TRUE
ALBRECHT_DURER_19.jpg,5,1,801,513,801,1,1604,513,1604,FALSE,FALSE,TRUE
ALBRECHT_DURER_19.jpg,6,1,1121,513,1121,1,1604,513,1604,FALSE,FALSE,TRUE
ALBRECHT_DURER_19.jpg,7,193,513,897,513,193,1537,897,1537,FALSE,FALSE,TRUE
ALBRECHT_DURER_19.jpg,8,65,1281,641,1281,65,1604,641,1604,FALSE,FALSE,TRUE
